Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
Romain Bauvy; 1114; FRA; 23; 1994.06.29; 82; 185; 0-0; 0; 1,239; 758; 0-0; 0; 19,052
Mohit Mayur Jayaprakash; 1114; IND; 24; 1993.09.14; 85; 178; 0-0; 0; 1,366; 460; 0-1; 0; 30,702
Boris Arias; 1116; BOL; 24; 1993.11.09;  ; ;0-0; 0; 5,365; 332; 0-0; 0; 12,996
Michel Vernier; 1116; CHI; 25; 1992.09.27; 74; 178; 0-0; 0; 3,184; 780; 0-0; 0; 14,433
Szymon Walkow; 1116; POL; 22; 1995.09.22; 71; 178; 0-0; 0; 4,396; 410; 0-0; 0; 18,082
Kazuma Kawachi; 1119; JPN; 23; 1994.10.11;  ; ;0-0; 0; 3,138; 1110; 0-0; 0; 11,791
Jacopo Berrettini; 1120; ITA; 19; 1998.11.27; 80; 191; 0-0; 0; 1,441; 993; 0-0; 0; 6,605
Andrew Ruppli; 1120; SUI; 22; 1995.02.22; 72; 185; 0-0; 0; 3,330; 1035; 0-0; 0; 10,430
Shahar Elbaz; 1122; ISR; 20; 1997.02.03;  ; ;0-0; 0; 1,557; 1073; 0-0; 0; 10,701
Yannai Barkai; 1123; ISR; 20; 1997.03.17; 73; 180; 0-0; 0; 3,782; 1123; 0-0; 0; 10,720
Dimitriy Voronin; 1124; RUS; 18; 1999.05.28;  ; ;0-0; 0; 4,094; 1032; 0-0; 0; 8,518
Darko Jandric; 1125; SRB; 23; 1994.09.02;  ; ;0-0; 0; 3,604; 447; 0-0; 0; 24,790
Orel Ovil; 1126; ISR; 21; 1996.10.20;  ; ;0-0; 0; 4,744; 862; 0-0; 0; 15,167
Vadim Alekseenko; 1127; UKR; 34; 1983.05.19; 85; 191; 0-0; 0; 2,211; 437; 0-0; 0; 72,324
Amir Weintraub; 1128; ISR; 31; 1986.09.16; 81; 188; 0-0; 0; 5,418; 161; 11-10; 0; 447,978
Nicolas Alvarez Varona; 1129; ESP; 16; 2001.05.18;  ; ;0-0; 0; 1,793; 1116; 0-0; 0; 4,020
Sebastian Baez; 1129; ARG; 17; 2000.12.28;  ; ;0-0; 0; 1,273; 1116; 0-0; 0; 1,549
Brian Baker; 1129; USA; 32; 1985.04.30; 77; 191; 21-12; 2; 157,556; 29; 35-33; 2; 1,184,653
Jesse Witten; 1132; USA; 35; 1982.10.15; 82; 178; 0-0; 0; 1,510; 163; 2-9; 0; 399,938
Sven Lah; 1133; SLO; 19; 1998.10.11;  ; ;0-0; 0; 1,171; 1121; 0-0; 0; 2,536
Nikolas Sanchez Izquierdo; 1134; ESP; 18; 1999.03.15;  ; ;0-0; 0; 1,325; 1129; 0-0; 0; 1,485
Aoran Wang; 1135; CHN; 20; 1997.02.05;  ; ;0-0; 0; 2,564; 540; 0-1; 0; 18,224
Filip Bergevi; 1136; SWE; 23; 1994.04.20;  ; ;0-0; 0; 1,741; 1092; 0-0; 0; 10,672
Andre Goransson; 1137; SWE; 23; 1994.04.30; 86; 188; 0-0; 0; 3,546; 455; 0-0; 0; 13,487
Ewan Moore; 1138; GBR; 19; 1998.03.09; 76; 191; 0-0; 0; 1,704; 959; 0-0; 0; 5,346
Marcelo Plaza; 1138; CHI; 23; 1994.01.27; 78; 180; 0-0; 0; 1,155; 857; 0-0; 0; 9,041
Mikelis Libietis; 1140; LAT; 25; 1992.07.09; 87; 193; 0-2; 0; 2,230; 352; 1-7; 0; 44,948
Lennert Van Der Linden; 1141; NED; 28; 1989.07.29; 75; 188; 0-0; 0; 711; 577; 0-0; 0; 26,952
Vladimir Korolev; 1142; RUS; 22; 1995.09.06;  ; ;0-0; 0; 1,782; 1095; 0-0; 0; 8,305
Ju-Hae Moon; 1142; KOR; 29; 1988.05.30; 54; 170; 0-0; 0; 1,782; 971; 0-0; 0; 12,084
Filippo Borella; 1144; ITA; 24; 1993.07.19;  ; ;0-0; 0; 1,938; 1026; 0-0; 0; 10,632
Tadeas Paroulek; 1144; CZE; 18; 1999.12.30;  ; ;0-0; 0; 1,782; 1138; 0-0; 0; 3,086
Yuri Syromolotov Netrebin; 1140; ESP; 20; 1997.07.25;  ; ;0-0; 0; 1,938; 1023; 0-0; 0; 4,316
Alberto Barroso Campos; 1148; ESP; 21; 1996.06.04;  ; ;0-0; 0; 1,399; 854; 0-0; 0; 5,831
Vasil Kirkov; 1148; USA; 18; 1999.03.13; 64; 185; 0-0; 0; 3,923; 1040; 0-0; 0; 20,805
Naru Shirafuji; 1150; JPN; 19; 1998.04.30; 68; 175; 0-0; 0; 2,016; 1099; 0-0; 0; 3,380
Marcos Giraldi Requena; 1151; ESP; 24; 1993.11.26;  ; ;0-0; 0; 2,250; 463; 0-0; 0; 45,006
John Mcnally; 1152; USA; 19; 1998.10.18; 82; 183; 0-0; 0; 5,595; 916; 0-0; 0; 19,043
Shinta Fujii; 1153; JPN; 29; 1988.11.22;  ; ;0-0; 0; 2,718; 1088; 0-0; 0; 9,349
Calin Manda; 1154; ROU; 19; 1998.04.03;  ; ;0-0; 0; 2,510; 1152; 0-0; 0; 7,852
Skyler Butts; 1155; HKG; 24; 1993.09.18; 79; 178; 0-0; 0; 2,346; 1147; 0-0; 0; 4,018
Matteo De Vincentis; 1156; ITA; 19; 1998.04.25; 87; 188; 0-0; 0; 2,666; 1135; 0-0; 0; 4,052
Mirko Martinez; 1156; SUI; 19; 1998.04.03; 70; 175; 0-0; 0; 2,770; 1030; 0-0; 0; 5,766
Conor Berg; 1158; USA; 26; 1991.08.17; 77; 193; 0-0; 0; 2,484; 918; 0-0; 0; 6,554
Benjamin Pietri; 1159; FRA; 21; 1996.07.31;  ; ;0-0; 0; 1,498; 1037; 0-0; 0; 7,312
Collin Johns; 1160; USA; 24; 1993.06.15; 75; 180; 0-0; 0; 2,640; 978; 0-0; 0; 17,326
Paco Climent Gregori; 1161; ESP; 19; 1998.10.02;  ; ;0-0; 0; 3,410; 1075; 0-0; 0; 7,628
Bruno Mardones; 1162; ESP; 22; 1995.12.19; 73; 180; 0-0; 0; 2,465; 822; 0-0; 0; 12,303
Marek Semjan; 1162; SVK; 30; 1987.11.07;  ; ;0-0; 0; 2,640; 218; 0-0; 0; 187,614
Maksim Tikhomirov; 1164; USA; 27; 1990.07.10;  ; ;0-0; 0; 2,952; 1080; 0-0; 0; 9,376
Goncalo Falcao; 1165; POR; 29; 1988.02.22; 77;  ;0-0; 0; 2,188; 450; 0-0; 0; 36,724
Luis Faria; 1165; POR; 18; 1999.07.18;  ; ;0-0; 0; 2,968; 1162; 0-0; 0; 5,390
Koray Kirci; 1167; TUR; 19; 1998.08.17;  ; ;0-0; 0; 1,464; 1087; 0-0; 0; 5,250
Rhett Purcell; 1167; NZL; 21; 1996.02.06; 85; 193; 0-0; 0; 2,059; 946; 0-0; 0; 10,012
Andrea Guerrieri; 1169; ITA; 19; 1998.12.03; 75; 178; 0-0; 0; 1,890; 982; 0-0; 0; 9,104
Andrei Stefan Apostol; 1170; ROU; 22; 1995.02.25; 74;  ;0-0; 0; 2,388; 443; 0-0; 0; 23,830
Mert Naci Turker; 1170; TUR; 19; 1998.08.16;  ; ;0-0; 0; 2,371; 888; 0-0; 0; 8,243
Franco Feitt; 1172; ARG; 25; 1992.09.03; 83; 193; 0-0; 0; 2,029; 510; 0-0; 0; 21,079
Mousheg Hovhannisyan; 1173; USA; 26; 1991.10.04; 80; 180; 0-0; 0; 5,058; 974; 0-0; 0; 9,504
Ondrej Krstev; 1174; CZE; 20; 1997.06.13;  ; ;0-0; 0; 3,784; 945; 0-0; 0; 10,382
Rayane Roumane; 1175; FRA; 17; 2000.09.11; 75; 191; 0-0; 0; 3,940; 922; 0-0; 0; 6,779
Mateusz Terczynski; 1176; POL; 21; 1996.03.02; 83; 191; 0-0; 0; 1,860; 746; 0-0; 0; 11,853
Matwe Middelkoop; 1177; NED; 34; 1983.09.03; 85; 191; 24-22; 2; 191,851; 34; 42-43; 4; 626,318
Antonio Sancic; 1177; CRO; 29; 1988.11.23; 81; 180; 7-7; 0; 56,769; 74; 14-17; 0; 167,051
Dmitry Surchenko; 1177; RUS; 27; 1990.05.02; 82; 188; 0-0; 0; 780; 960; 0-0; 0; 19,053
Andres Molteni; 1180; ARG; 29; 1988.03.15; 70; 180; 19-20; 2; 132,445; 42; 38-38; 3; 485,902
Quentin Robert; 1181; FRA; 23; 1994.08.24;  ; ;0-0; 0; 1,168; 973; 0-0; 0; 8,627
Sanam Singh; 1182; IND; 29; 1988.01.11; 67; 175; 0-0; 0; 993; 138; 4-6; 0; 135,103
Thibault Cancel; 1183; FRA; 20; 1997.09.17;  ; ;0-0; 0; 1,384; 1175; 0-0; 0; 5,814
Gabriel Schmidt; 1183; AUT; 26; 1991.08.13;  ; ;0-0; 0; 1,212; 1175; 0-0; 0; 2,546
Mathieu Perchicot; 1185; FRA; 25; 1992.08.28;  ; ;0-0; 0; 1,446; 1185; 0-0; 0; 3,632
Anthony Jackie Tang; 1186; HKG; 19; 1998.11.26;  ; ;0-0; 0; 1,110; 1178; 0-0; 0; 2,660
Jordan Ubiergo; 1186; FRA; 24; 1993.07.27; 88; 193; 0-0; 0; 711; 967; 0-0; 0; 19,964
Joran Vliegen; 1186; BEL; 24; 1993.07.07; 79; 193; 0-1; 0; 19,708; 110; 0-1; 0; 48,808
Federico Iannaccone; 1189; ITA; 18; 1999.03.26;  ; ;0-0; 0; 2,094; 1183; 0-0; 0; 3,084
Francesco Bessire; 1190; ITA; 23; 1994.02.21; 80; 188; 0-0; 0; 1,524; 1184; 0-0; 0; 5,688
Riley Smith; 1191; USA; 20; 1997.06.05;  ; ;0-0; 0; 2,660; 645; 0-0; 0; 6,482
Antoine Cornut-Chauvinc; 1192; FRA; 17; 2000.07.07;  ; ;0-0; 0; 2,164; 1192; 0-0; 0; 2,488
Teodor-Dacian Craciun; 1192; ROU; 37; 1980.06.06; 81; 170; 0-0; 0; 1,784; 218; 0-0; 0; 134,451
Libor Salaba; 1192; CZE; 25; 1992.08.26; 74; 183; 0-0; 0; 1,046; 260; 0-0; 0; 42,695
Stephan Gerritsen; 1195; NED; 21; 1996.06.30;  ; ;0-0; 0; 1,836; 1101; 0-0; 0; 4,882
Samir Iftikhar; 1195; PAK; 25; 1992.03.23;  ; ;0-0; 0; 2,008; 1195; 2-6; 0; 2,704
Constantin Bittoun Kouzmine; 1197; FRA; 18; 1999.01.04;  ; ;0-0; 0; 933; 1140; 0-0; 0; 3,681
Luca Castelnuovo; 1197; SUI; 20; 1997.01.29;  ; ;0-0; 0; 1,156; 1097; 0-0; 0; 4,300
Lucas Renard; 1197; SWE; 25; 1992.09.30; 80; 185; 0-0; 0; 2,138; 672; 0-0; 0; 30,755
Shunrou Takeshima; 1200; JPN; 27; 1990.08.25; 60; 173; 0-0; 0; 1,951; 746; 0-0; 0; 16,314
Valentin Guenther; 1201; GER; 19; 1998.02.14;  ; ;0-0; 0; 2,268; 1198; 0-0; 0; 4,360
Masaki Sasai; 1201; JPN; 28; 1989.08.22; 67; 170; 0-0; 0; 897; 891; 0-0; 0; 12,901
Rishab Agarwal; 1203; IND; 22; 1995.12.05;  ; ;0-0; 0; 486; 918; 0-0; 0; 8,827
Daniele Capecchi; 1203; ITA; 22; 1995.10.11; 75; 180; 0-0; 0; 2,466; 664; 0-0; 0; 22,781
Ivan Krivic; 1203; CRO; 27; 1990.04.03;  ; ;0-0; 0; 1,914; 1202; 0-0; 0; 6,108
Matteo Martineau; 1203; FRA; 18; 1999.01.16; 76; 183; 0-0; 0; 1,294; 1022; 0-0; 0; 6,108
Tommaso Gabrieli; 1207; ITA; 24; 1993.06.20;  ; ;0-0; 0; 1,603; 897; 0-0; 0; 6,109
Kevin Kaczynski; 1208; GER; 23; 1994.04.06;  ; ;0-0; 0; 2,226; 751; 0-0; 0; 13,498
Suraj R Prabodh; 1209; IND; 22; 1995.01.08; 79; 188; 0-0; 0; 3,032; 1068; 0-0; 0; 11,517
Takashi Saito; 1209; JPN; 22; 1995.02.23;  ; ;0-0; 0; 894; 595; 0-0; 0; 20,274
Maxence Beauge; 1211; FRA; 17; 2000.06.08; 70; 183; 0-0; 0; 2,898; 1151; 0-0; 0; 4,676
Davide Pontoglio; 1211; ITA; 25; 1992.07.02; 68; 175; 0-0; 0; 1,358; 796; 0-0; 0; 9,359
Mirko Cutuli; 1213; ITA; 21; 1996.05.16;  ; ;0-0; 0; 1,362; 845; 0-0; 0; 8,690
Pirmin Haenle; 1213; GER; 29; 1988.10.31;  ; ;0-0; 0; 1,506; 426; 0-0; 0; 63,927
Mateo Nicolas Martinez; 1213; ARG; 23; 1994.03.05;  ; ;0-0; 0; 2,580; 390; 0-0; 0; 55,556
Colin Sinclair; 1213; NMI; 23; 1994.12.19; 82; 188; 0-0; 0; 789; 1055; 0-0; 0; 3,645
Joffrey De Schepper; 1217; FRA; 26; 1991.09.16; 91; 196; 0-0; 0; 3,054; 977; 0-0; 0; 17,678
Nathan Eshmade; 1218; AUS; 23; 1994.04.18; 80; 191; 0-0; 0; 2,993; 594; 0-0; 0; 10,137
Edris Fetisleam; 1219; ROU; 18; 1999.07.25;  ; ;0-0; 0; 2,668; 1205; 0-0; 0; 3,812
Amaury Delmas; 1220; FRA; 19; 1998.04.01;  ; ;0-0; 0; 1,632; 1086; 0-0; 0; 4,846
Yuanfeng Li; 1220; CHN; 24; 1993.11.10;  ; ;0-0; 0; 2,830; 1122; 0-0; 0; 12,558
Aitor Sanz Llopis; 1222; ESP; 22; 1995.01.06;  ; ;0-0; 0; 3,662; 1222; 0-0; 0; 5,592
Riccardo Maiga; 1223; SUI; 28; 1989.07.05; 73; 183; 0-0; 0; 3,100; 780; 0-0; 0; 25,721
Jakob Johansson-Holm; 1224; SWE; 22; 1995.05.15;  ; ;0-0; 0; 3,214; 1109; 0-0; 0; 7,240
Aleksei Khomich; 1225; BLR; 20; 1997.01.10; 80; 191; 0-0; 0; 3,266; 1225; 0-0; 0; 6,814
Toby Martin; 1225; GBR; 24; 1993.02.19; 78; 188; 0-0; 0; 3,786; 641; 0-0; 0; 37,904
Darko Bojanovic; 1227; BIH; 20; 1997.02.08;  ; ;0-0; 0; 2,199; 984; 0-0; 0; 8,567
George Botezan; 1228; ROU; 20; 1997.02.05; 69; 183; 0-0; 0; 1,368; 1096; 0-0; 0; 9,872
Ji Sung Nam; 1229; KOR; 24; 1993.08.15;  ; ;0-0; 0; 876; 372; 1-1; 0; 78,732
Aliaksandr Bury; 1230; BLR; 30; 1987.09.14; 93; 203; 2-8; 0; 40,851; 59; 27-38; 1; 262,212
Raheel Manji; 1230; CAN; 20; 1997.05.26; 76; 180; 0-0; 0; 3,370; 1229; 0-0; 0; 5,526
Samuel Shropshire; 1230; USA; 23; 1994.11.20; 82; 188; 0-0; 0; 1,144; 1229; 0-0; 0; 5,009
Min-Hyeok Cho; 1233; KOR; 30; 1987.01.17;  ; ;0-0; 0; 594; 536; 2-4; 0; 28,949
Aleksandre Bakshi; 1234; GEO; 20; 1997.07.15;  ; ;0-0; 0; 528; 1149; 0-0; 0; 3,889
Alberto Colas Sanchez; 1234; ESP; 17; 2000.05.19;  ; ;0-0; 0; 1,298; 1232; 0-0; 0; 1,352
Justin Roberts; 1234; BAH; 21; 1996.12.04;  ; ;0-0; 0; 954; 1184; 0-0; 0; 3,863
Govind Nanda; 1237; USA; 16; 2001.02.17;  ; ;0-0; 0; 1,300; 1237; 0-0; 0; 2,078
Ku Keon Kang; 1238; KOR; 20; 1997.01.02;  ; ;0-0; 0; 1,110; 1078; 0-0; 0; 5,131
Yong-Kyu Lim; 1238; KOR; 26; 1991.06.18; 81; 185; 0-2; 0; 885; 212; 4-6; 0; 123,837
Clement Tabur; 1240; FRA; 17; 2000.01.24;  ; ;0-0; 0; 522; 1194; 0-0; 0; 2,352
Philipp Davydenko; 1241; RUS; 25; 1992.09.02; 81; 183; 0-0; 0; 1,448; 390; 1-2; 0; 50,585
Philipp Davydenko; 1241; RUS; 25; 1992.09.02; 81; 183; 0-0; 0; 1,370; 1242; 0-0; 0; 1,816
Jonas Eriksson Ziverts; 1242; SWE; 18; 1999.01.08; 75; 185; 0-0; 0; 1,542; 1242; 0-0; 0; 2,792
Benjamin Hannestad; 1242; DEN; 20; 1997.02.14;  ; ;0-1; 0; 1,890; 919; 1-2; 0; 6,980
Young-Hoon Jeong; 1242; KOR; 28; 1989.07.28;  ; ;0-0; 0; 753; 900; 0-0; 0; 6,228
Jack Murray; 1242; USA; 22; 1995.08.01; 75; 178; 0-0; 0; 1,542; 1242; 0-0; 0; 2,821
Giovanni Oradini; 1242; ITA; 20; 1997.09.14;  ; ;0-0; 0; 1,044; 884; 0-0; 0; 4,906
Jae-Min Seol; 1242; KOR; 27; 1990.01.15; 84; 193; 0-0; 0; 1,056; 584; 2-3; 0; 15,154
Mattias Siimar; 1242; EST; 19; 1998.02.03;  ; ;0-2; 0; 1,266; 1211; 0-2; 0; 3,394
Duarte Vale; 1242; POR; 18; 1999.01.11; 74; 183; 0-0; 0; 1,266; 1242; 0-0; 0; 4,146
Daniel Yoo; 1242; KOR; 32; 1985.09.25; 71; 180; 0-0; 0; 1,266; 326; 0-1; 0; 81,676
Santiago Besada; 1252; ARG; 19; 1998.04.06;  ; ;0-0; 0; 1,614; 1056; 0-0; 0; 4,086
Lorenzo Gagliardo; 1252; ARG; 17; 2000.06.27;  ; ;0-0; 0; 1,188; 1252; 0-0; 0; 1,488
Herbert Jody Maginley; 1252; ANT; 22; 1995.06.07;  ; ;0-0; 0; 1,704; 1252; 0-0; 0; 3,547
Jung-Woong Na; 1252; KOR; 25; 1992.10.31;  ; ;0-0; 0; 1,188; 404; 0-1; 0; 38,817
Josh Hagar; 1256; USA; 23; 1994.02.23; 66; 173; 0-0; 0; 2,096; 1255; 0-0; 0; 3,724
Jaimee Floyd Angele; 1257; FRA; 17; 2000.03.27; 93; 206; 0-0; 0; 1,526; 1256; 0-0; 0; 2,236
Andrea Bolla; 1257; ITA; 19; 1998.10.28;  ; ;0-0; 0; 1,422; 1252; 0-0; 0; 2,736
Luciano Doria; 1257; ARG; 24; 1993.01.27; 78; 180; 0-0; 0; 1,698; 1006; 0-0; 0; 11,216
Akram El Sallaly; 1257; EGY; 20; 1997.11.13;  ; ;0-0; 0; 2,322; 741; 0-0; 0; 8,228
Andrea Grazioso; 1257; ITA; 24; 1993.06.23;  ; ;0-0; 0; 1,734; 1142; 0-0; 0; 6,926
Lukas Greif; 1257; USA; 18; 1999.12.02;  ; ;0-0; 0; 1,698; 1256; 0-0; 0; 2,062
Eros Siringo; 1263; ITA; 26; 1991.05.21;  ; ;0-0; 0; 1,682; 892; 0-0; 0; 10,446
Sergio Barranco; 1264; ESP; 24; 1993.04.02;  ; ;0-0; 0; 1,672; 1196; 0-0; 0; 4,694
Juan Pablo Grassi Mazzuchi; 1264; ARG; 18; 1999.08.28; 73; 183; 0-0; 0; 1,500; 1255; 0-0; 0; 1,974
Pablo Irigaray Guarne; 1264; ESP; 20; 1997.02.18;  ; ;0-0; 0; 1,812; 1257; 0-0; 0; 3,622
Alex Knaff; 1264; LUX; 20; 1997.11.26;  ; ;0-0; 0; 916; 1113; 0-0; 0; 3,158
Augusto Laranja; 1264; BRA; 25; 1992.04.15;  ; ;0-0; 0; 1,500; 584; 0-0; 0; 40,663
Adrian Oetzbach; 1264; GER; 20; 1997.10.29;  ; ;0-0; 0; 1,604; 1257; 0-0; 0; 2,812
Alen Rogic-Hadzalic; 1264; CRO; 20; 1997.04.21;  ; ;0-0; 0; 1,500; 1256; 0-0; 0; 2,632
Davide Della Tommasina; 1271; ITA; 27; 1990.04.07; 78; 180; 0-0; 0; 1,699; 515; 0-0; 0; 34,227
Nicolas Uryson; 1272; ARG; 24; 1993.06.22;  ; ;0-0; 0; 1,734; 1260; 0-0; 0; 3,216
Valentin Vacherot; 1272; FRA; 19; 1998.11.16;  ; ;0-0; 0; 2,010; 773; 0-0; 0; 6,174
Pol Wattanakul; 1143; THA; 22; 1995.08.03;  ; ;0-0; 0; 2,777; 716; 0-2; 0; 17,297
Arthur Weber; 1272; FRA; 25; 1992.05.09;  ; ;0-0; 0; 1,734; 1260; 0-0; 0; 2,004
Lance-Pierre Du Toit; 1276; RSA; 18; 1999.01.15; 71; 175; 0-0; 0; 1,932; 1257; 0-0; 0; 3,100
Luca Pancaldi; 1277; ITA; 24; 1993.06.21; 71; 178; 0-0; 0; 2,062; 590; 0-0; 0; 26,437
Thomas Colautti; 1278; GBR; 22; 1995.02.03;  ; ;0-0; 0; 1,984; 1266; 0-0; 0; 3,160
Abdullah Maqdes; 1278; KUW; 30; 1987.03.31;  ; ;0-1; 0; 678; 581; 2-7; 0; 44,154
Daniel Rodrigues; 1278; POR; 17; 2000.02.11;  ; ;0-0; 0; 1,916; 1270; 0-0; 0; 2,720
Kristjan Tamm; 1278; EST; 19; 1998.06.16;  ; ;0-0; 0; 1,812; 1269; 0-0; 0; 3,085
Tyler Hochwalt; 1282; USA; 28; 1989.02.05; 83; 193; 0-0; 0; 2,046; 532; 0-0; 0; 37,059
Dragos Constantin Ignat; 1282; ROU; 24; 1993.02.13; 84; 188; 0-0; 0; 2,530; 1072; 0-0; 0; 10,440
Ram Kapach; 1282; ISR; 20; 1997.01.28;  ; ;0-0; 0; 978; 1186; 0-0; 0; 10,106
Ruikai Wang; 1282; CHN; 25; 1992.08.06; 77; 178; 0-0; 0; 1,820; 948; 0-0; 0; 12,178
Alafia Ayeni; 1286; USA; 18; 1999.08.10;  ; ;0-0; 0; 1,304; 1074; 0-0; 0; 4,660
Maxence Broville; 1286; FRA; 18; 1999.01.31; 82; 193; 0-0; 0; 1,372; 943; 0-0; 0; 4,326
Tomas Gerini; 1286; ARG; 22; 1995.07.20; 71; 170; 0-0; 0; 1,812; 1119; 0-0; 0; 7,014
Ivan Marrero Curbelo; 1286; ESP; 19; 1998.09.27;  ; ;0-0; 0; 2,520; 1275; 0-0; 0; 4,112
Kittipong Wachiramanowong; 1290; THA; 27; 1990.06.25; 73; 183; 0-2; 0; 2,202; 457; 12-20; 0; 97,695
Shunsuke Wakita; 1290; JPN; 22; 1995.07.26;  ; ;0-0; 0; 2,202; 1101; 0-0; 0; 7,788
Niki Kaliyanda Poonacha; 1292; IND; 22; 1995.04.27; 83; 191; 0-0; 0; 2,124; 929; 0-0; 0; 12,693
Alejandro Mendoza; 1292; BOL; 27; 1990.02.02; 80; 183; 0-0; 0; 2,332; 741; 0-0; 0; 22,538
Luca Prevosto; 1292; ITA; 19; 1998.09.09;  ; ;0-0; 0; 2,676; 1163; 0-0; 0; 5,356
Alan Kohen; 1295; ARG; 24; 1993.04.20; 72;  ;0-0; 0; 2,634; 755; 0-0; 0; 16,579
Congsup Congcar; 1296; THA; 21; 1996.08.21; 68; 175; 0-0; 0; 3,790; 1258; 0-0; 0; 10,942
Stanislav Poplavskyy; 1296; UKR; 26; 1991.04.02;  ; ;0-0; 0; 2,280; 440; 0-0; 0; 39,509
Dominic Weidinger; 1298; AUT; 22; 1995.01.11;  ; ;0-0; 0; 2,514; 769; 0-0; 0; 16,276
Yasha Zemel; 1298; ISR; 19; 1998.08.26;  ; ;0-0; 0; 1,288; 1192; 0-0; 0; 10,716
Cengiz Aksu; 1300; TUR; 19; 1998.07.30;  ; ;0-0; 0; 2,540; 1281; 0-0; 0; 3,984
Kunal Anand; 1300; IND; 25; 1992.06.02; 88; 183; 0-0; 0; 1,984; 754; 0-0; 0; 20,976
Jonathan Chang; 1302; USA; 26; 1991.08.11; 77; 183; 0-0; 0; 4,054; 1068; 0-0; 0; 9,970
Nathaniel Lammons; 1302; USA; 24; 1993.08.12; 84; 180; 0-0; 0; 10,351; 196; 0-0; 0; 20,695
Filipp Kekercheni; 1304; UKR; 22; 1995.08.10; 72; 183; 0-0; 0; 1,493; 461; 0-0; 0; 19,852
Matvey Khomentovskiy; 1305; RUS; 23; 1994.08.25; 86; 183; 0-0; 0; 2,930; 1055; 0-0; 0; 7,962
Jannis Kahlke; 1306; GER; 23; 1994.06.09; 77; 183; 0-0; 0; 3,284; 543; 0-0; 0; 19,342
Miguel Semedo; 1307; POR; 21; 1996.04.23;  ; ;0-0; 0; 1,398; 1163; 0-0; 0; 8,117
Loic Perret; 1308; SUI; 23; 1994.06.08; 85; 188; 0-0; 0; 2,322; 620; 0-0; 0; 25,217
Loic Perret; 1308; SUI; 23; 1994.06.08; 85; 188; 0-0; 0; 520; 1295; 0-0; 0; 934
Spencer Papa; 1309; USA; 22; 1995.10.22; 86; 188; 0-0; 0; 730; 858; 0-0; 0; 14,164
Spencer Papa; 1309; USA; 22; 1995.10.22; 86; 188; 0-0; 0; 450; 1199; 0-0; 0; 1,383
Romain Arneodo; 1312; MON; 25; 1992.08.04; 73; 175; 4-3; 0; 47,386; 105; 9-7; 0; 119,618
Alfredo Perez; 1312; USA; 20; 1997.05.22;  ; ;0-0; 0; 886; 1283; 0-0; 0; 2,864
Mark Chigaazira; 1314; ZIM; 19; 1998.04.29;  ; ;0-0; 0; 696; 1302; 0-0; 0; 750
Menelaos Efstathiou; 1314; CYP; 18; 1999.03.02;  ; ;0-2; 0; 696; 1305; 0-2; 0; 1,926
Valentin Florez; 1314; ARG; 26; 1991.02.08;  ; ;0-0; 0; 648; 422; 0-0; 0; 26,569
Shinji Hazawa; 1314; JPN; 18; 1999.04.12; 68; 175; 0-0; 0; 696; 1302; 0-0; 0; 876
Fitriadi M Rifqi; 1314; INA; 18; 1999.01.23;  ; ;0-0; 0; 868; 1308; 0-0; 0; 1,378
Juan Martin; 1314; ARG; 19; 1998.03.18;  ; ;0-0; 0; 696; 1302; 0-0; 0; 792
Steven De Waard; 1320; AUS; 26; 1991.05.05; 81; 180; 0-0; 0; 18,742; 124; 0-0; 0; 48,874
Marco Di Prima; 1321; ITA; 22; 1995.06.28;  ; ;0-0; 0; 852; 1307; 0-0; 0; 1,666
Kaito Itsusaki; 1321; JPN; 20; 1997.11.13;  ; ;0-0; 0; 1,024; 1307; 0-0; 0; 1,738
Filip Cristian Jianu; 1321; ROU; 16; 2001.09.18;  ; ;0-0; 0; 852; 1307; 0-0; 0; 1,046
Ivan Liutarevich; 1321; BLR; 21; 1996.02.20;  ; ;0-0; 0; 1,347; 877; 0-0; 0; 8,917
Michael Quintero; 1321; COL; 37; 1980.07.11;  ; ;0-0; 0; 852; 245; 8-4; 0; 205,626
Marek Rehacek; 1321; CZE; 21; 1996.04.12;  ; ;0-0; 0; 852; 1126; 0-0; 0; 2,271
Aaron Schmid; 1321; SUI; 17; 2000.09.17;  ; ;0-0; 0; 852; 1313; 0-0; 0; 960
Alexey Zakharov; 1321; RUS; 17; 2000.04.21;  ; ;0-0; 0; 852; 1308; 0-0; 0; 948
Dae-Hee Lee; 1329; KOR; 26; 1991.04.06;  ; ;0-0; 0; 774; 1312; 0-0; 0; 3,842
Daniel Michalski; 1329; POL; 17; 2000.01.11;  ; ;0-0; 0; 774; 1312; 0-0; 0; 924
Lukas Mugevicius; 1329; LTU; 23; 1994.12.07; 74; 188; 1-0; 0; 774; 390; 4-9; 0; 38,618
Mark Whitehouse; 1332; GBR; 24; 1993.05.01; 80; 188; 0-0; 0; 690; 1107; 0-0; 0; 7,659
Francisco Cerundolo; 1333; ARG; 19; 1998.08.13; 73; 185; 0-0; 0; 1,008; 1177; 0-0; 0; 2,280
Ibuki Furuta; 1333; JPN; 21; 1996.04.25;  ; ;0-0; 0; 1,112; 1317; 0-0; 0; 1,112
Vincent Jaensch-Mueller; 1333; GER; 23; 1994.02.13;  ; ;0-0; 0; 1,180; 1069; 0-0; 0; 6,220
